ticket_id,timestamp,account_id,text,priority,scenario_label,category
TICKET_000158,2026-09-09 19:46:32,NDM_002680,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
TICKET_001812,2026-09-29 06:50:17,NDM_002681,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000625,2026-09-17 10:03:41,NDM_002682,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_002685,2026-09-28 11:10:05,NDM_002685,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000340,2026-09-25 00:21:08,NDM_002688,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_001472,2026-09-29 19:55:10,NDM_002688,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001562,2026-09-05 20:13:58,NDM_002689,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001548,2026-09-06 13:51:04,NDM_002689,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000246,2026-09-10 02:00:02,NDM_002690,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000238,2026-09-14 12:59:32,NDM_002696,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002696,2026-09-29 23:34:35,NDM_002696,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002698,2026-09-23 19:17:04,NDM_002698,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002699,2026-09-15 06:00:43,NDM_002699,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001414,2026-09-12 14:40:33,NDM_002701,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_001097,2026-09-20 06:58:17,NDM_002702,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002702,2026-09-26 22:04:48,NDM_002702,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001816,2026-09-14 12:47:15,NDM_002703,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_001603,2026-09-04 12:44:04,NDM_002707,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000465,2026-09-24 23:32:16,NDM_002708,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_001760,2026-09-22 03:08:56,NDM_002710,I changed my phone and need help accessing my account.,High,LEGITIMATE,
ATO_TICKET_NDM_002711,2026-09-18 17:34:18,NDM_002711,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000415,2026-09-22 08:04:27,NDM_002712,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002716,2026-09-28 00:09:41,NDM_002716,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001545,2026-09-15 12:59:22,NDM_002718,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_002718,2026-09-22 13:26:14,NDM_002718,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000263,2026-09-14 07:30:27,NDM_002720,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002721,2026-09-22 06:44:53,NDM_002721,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000288,2026-09-28 05:11:43,NDM_002721,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_000988,2026-09-15 05:33:49,NDM_002722,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_002724,2026-09-23 22:47:56,NDM_002724,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000776,2026-09-01 01:45:28,NDM_002729,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000953,2026-09-21 18:48:22,NDM_002733,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_001888,2026-09-21 03:27:34,NDM_002735,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001530,2026-09-13 21:55:09,NDM_002736,I am travelling and cannot access my normal device.,High,LEGITIMATE,
TICKET_001122,2026-09-12 06:14:44,NDM_002737,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_001501,2026-09-11 14:17:56,NDM_002739,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
ATO_TICKET_NDM_002739,2026-09-30 10:02:12,NDM_002739,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002740,2026-09-21 00:27:57,NDM_002740,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000856,2026-09-11 14:24:59,NDM_002741,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_002743,2026-09-17 14:19:03,NDM_002743,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001615,2026-09-30 00:24:49,NDM_002743,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000105,2026-09-21 17:28:22,NDM_002746,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000513,2026-09-23 02:22:29,NDM_002746,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001432,2026-09-11 07:50:50,NDM_002749,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_002750,2026-09-18 18:57:02,NDM_002750,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_001395,2026-09-02 06:36:06,NDM_002751,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
TICKET_000325,2026-09-08 01:17:24,NDM_002751,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_000915,2026-09-13 21:41:08,NDM_002752,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_002752,2026-09-26 10:24:37,NDM_002752,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002753,2026-09-23 00:27:31,NDM_002753,My phone was lost and I need to secure my account.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002754,2026-09-19 11:02:26,NDM_002754,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001863,2026-09-30 19:51:42,NDM_002757,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
TICKET_000065,2026-09-16 18:37:38,NDM_002761,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002765,2026-09-22 14:58:31,NDM_002765,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002767,2026-09-27 21:42:21,NDM_002767,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_000669,2026-09-12 06:07:04,NDM_002768,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
TICKET_001552,2026-09-21 10:20:09,NDM_002770,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002770,2026-09-26 11:54:05,NDM_002770,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000012,2026-09-09 00:56:39,NDM_002773,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001604,2026-09-22 10:00:16,NDM_002773,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
ATO_TICKET_NDM_002774,2026-09-24 17:09:19,NDM_002774,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002775,2026-09-19 16:15:03,NDM_002775,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000087,2026-09-29 20:05:09,NDM_002777,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000506,2026-09-16 14:29:03,NDM_002781,I made this transaction myself but it is showing as pending.,High,LEGITIMATE,
TICKET_001935,2026-09-11 04:47:34,NDM_002782,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000504,2026-09-24 17:44:00,NDM_002782,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001498,2026-09-03 18:39:16,NDM_002784,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_000655,2026-09-09 04:40:30,NDM_002784,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_002790,2026-10-01 00:38:48,NDM_002790,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000912,2026-09-20 20:33:26,NDM_002791,Please help me update my registered mobile number.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002791,2026-09-28 07:37:25,NDM_002791,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002792,2026-09-23 03:54:19,NDM_002792,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000390,2026-09-09 16:34:41,NDM_002793,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002796,2026-09-10 20:40:40,NDM_002796,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001581,2026-09-29 17:45:00,NDM_002797,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
TICKET_000770,2026-09-30 07:35:06,NDM_002797,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_001712,2026-09-24 08:02:16,NDM_002800,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001947,2026-09-12 15:09:49,NDM_002801,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_001641,2026-09-30 17:17:53,NDM_002801,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_002804,2026-09-24 19:36:59,NDM_002804,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002806,2026-09-27 15:20:40,NDM_002806,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001024,2026-09-19 21:45:28,NDM_002807,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_002807,2026-09-24 18:52:22,NDM_002807,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000422,2026-09-22 19:09:48,NDM_002808,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
TICKET_000709,2026-09-14 04:46:28,NDM_002810,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000570,2026-09-09 16:20:42,NDM_002817,I received an OTP that I did not request.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002818,2026-09-29 04:08:51,NDM_002818,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000085,2026-09-05 05:35:50,NDM_002819,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001496,2026-09-30 15:11:43,NDM_002819,There is no problem with my account; I need assistance with a payment.,High,LEGITIMATE,
TICKET_001818,2026-09-09 04:11:56,NDM_002822,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001589,2026-09-03 05:50:28,NDM_002825,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000576,2026-09-24 18:22:31,NDM_002828,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002828,2026-09-30 05:21:54,NDM_002828,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002831,2026-09-29 23:50:26,NDM_002831,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000989,2026-09-07 10:12:14,NDM_002832,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_002835,2026-09-18 01:08:21,NDM_002835,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002839,2026-09-27 13:51:58,NDM_002839,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000118,2026-09-30 00:22:59,NDM_002844,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001352,2026-09-25 06:34:51,NDM_002845,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002848,2026-09-22 23:35:17,NDM_002848,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002852,2026-09-22 20:21:02,NDM_002852,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000609,2026-09-25 23:34:53,NDM_002852,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002853,2026-09-26 17:08:57,NDM_002853,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000913,2026-09-02 14:28:07,NDM_002854,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002854,2026-09-30 00:07:17,NDM_002854,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_000896,2026-09-30 18:09:30,NDM_002855,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_000598,2026-09-14 23:12:02,NDM_002856,I cannot access my account and my password no longer works.,High,LEGITIMATE,
TICKET_001819,2026-09-16 06:23:53,NDM_002856,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_000348,2026-09-02 17:44:25,NDM_002859,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_001944,2026-09-23 11:28:10,NDM_002859,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001142,2026-09-06 19:13:27,NDM_002860,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
ATO_TICKET_NDM_002860,2026-09-30 22:47:59,NDM_002860,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000305,2026-09-02 03:51:46,NDM_002861,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
TICKET_000009,2026-09-19 07:50:43,NDM_002861,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002861,2026-09-19 19:37:31,NDM_002861,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002862,2026-09-12 02:21:11,NDM_002862,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001321,2026-09-17 18:20:07,NDM_002862,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_000613,2026-09-01 22:20:53,NDM_002863,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_001978,2026-09-04 12:44:10,NDM_002864,My account is locked after several login attempts.,High,LEGITIMATE,
ATO_TICKET_NDM_002864,2026-09-22 22:24:13,NDM_002864,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001172,2026-09-19 11:23:21,NDM_002865,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_002865,2026-09-29 21:24:43,NDM_002865,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000054,2026-09-28 14:25:03,NDM_002866,I noticed a transfer that I do not recognise.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002867,2026-09-23 01:29:04,NDM_002867,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001667,2026-09-20 05:12:21,NDM_002868,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002868,2026-09-23 03:13:41,NDM_002868,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001353,2026-09-08 07:08:53,NDM_002869,There is no problem with my account; I need assistance with a payment.,Medium,LEGITIMATE,
TICKET_001676,2026-09-16 00:12:43,NDM_002871,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002875,2026-09-23 01:29:12,NDM_002875,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000499,2026-09-16 02:22:05,NDM_002880,My account is locked after several login attempts.,Medium,LEGITIMATE,
TICKET_001119,2026-09-15 17:56:17,NDM_002881,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002882,2026-09-24 19:42:55,NDM_002882,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001560,2026-09-23 09:28:54,NDM_002883,I cannot access my account and my password no longer works.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002884,2026-09-29 12:06:10,NDM_002884,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002886,2026-09-30 10:05:15,NDM_002886,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000020,2026-09-24 12:39:50,NDM_002891,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000850,2026-09-14 17:28:09,NDM_002895,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002895,2026-09-26 21:06:43,NDM_002895,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002897,2026-09-19 16:20:14,NDM_002897,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001909,2026-09-07 19:58:49,NDM_002900,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
ATO_TICKET_NDM_002900,2026-09-24 12:45:23,NDM_002900,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002901,2026-09-30 16:42:48,NDM_002901,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002905,2026-09-29 19:47:58,NDM_002905,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_001307,2026-09-14 13:32:03,NDM_002906,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002906,2026-09-22 20:22:49,NDM_002906,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001054,2026-09-19 10:47:41,NDM_002910,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_002910,2026-09-26 10:30:41,NDM_002910,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002914,2026-09-29 04:06:07,NDM_002914,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002917,2026-09-29 17:32:39,NDM_002917,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002921,2026-09-28 12:48:25,NDM_002921,I noticed a transfer that I do not recognise.,High,ATO,Unauthorised Transaction
TICKET_001660,2026-09-03 15:27:58,NDM_002922,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001713,2026-09-10 21:34:06,NDM_002922,My phone was lost and I need to secure my account.,High,LEGITIMATE,
ATO_TICKET_NDM_002929,2026-09-24 23:58:45,NDM_002929,I noticed a transfer that I do not recognise.,Medium,ATO,Unauthorised Transaction
TICKET_000745,2026-09-11 12:36:07,NDM_002930,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
ATO_TICKET_NDM_002936,2026-09-11 10:44:11,NDM_002936,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_001144,2026-09-07 11:24:50,NDM_002937,I am travelling and cannot access my normal device.,High,LEGITIMATE,
TICKET_000345,2026-09-30 22:44:05,NDM_002937,I changed my phone and need help accessing my account.,Low,LEGITIMATE,
TICKET_000490,2026-09-29 20:31:18,NDM_002938,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_001338,2026-09-02 21:06:00,NDM_002939,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
ATO_TICKET_NDM_002939,2026-09-30 05:38:50,NDM_002939,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_000218,2026-09-07 14:49:49,NDM_002942,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_001785,2026-09-06 21:28:58,NDM_002943,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_000244,2026-09-22 11:07:39,NDM_002943,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
TICKET_001837,2026-09-11 10:18:30,NDM_002945,I am travelling and cannot access my normal device.,Low,LEGITIMATE,
TICKET_001871,2026-09-12 01:15:53,NDM_002945,I noticed a transfer that I do not recognise.,Low,LEGITIMATE,
ATO_TICKET_NDM_002945,2026-09-30 00:33:35,NDM_002945,My SIM card was replaced and I cannot log in.,Medium,ATO,Unauthorised Transaction
TICKET_000383,2026-09-18 01:45:54,NDM_002947,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002948,2026-09-26 09:20:19,NDM_002948,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000695,2026-09-11 15:42:42,NDM_002950,I made this transaction myself but it is showing as pending.,High,LEGITIMATE,
TICKET_000119,2026-09-07 22:29:58,NDM_002953,My phone was lost and I need to secure my account.,Low,LEGITIMATE,
TICKET_000599,2026-09-07 02:57:08,NDM_002960,My account is locked after several login attempts.,Low,LEGITIMATE,
ATO_TICKET_NDM_002960,2026-09-29 06:44:44,NDM_002960,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001598,2026-09-05 20:32:06,NDM_002961,I received an OTP that I did not request.,Medium,LEGITIMATE,
TICKET_001442,2026-09-30 18:03:28,NDM_002963,I made this transaction myself but it is showing as pending.,High,LEGITIMATE,
ATO_TICKET_NDM_002964,2026-09-30 00:08:32,NDM_002964,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001801,2026-09-29 13:11:12,NDM_002967,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_002967,2026-09-30 01:43:58,NDM_002967,I received an OTP that I did not request.,Medium,ATO,Unauthorised Transaction
TICKET_000329,2026-09-09 02:20:33,NDM_002968,My SIM card was replaced and I cannot log in.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002969,2026-09-23 21:52:04,NDM_002969,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002970,2026-09-21 16:21:17,NDM_002970,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000755,2026-09-28 22:06:37,NDM_002970,There was a transaction on my account that I did not make.,Medium,LEGITIMATE,
TICKET_001602,2026-09-03 00:13:17,NDM_002974,I changed my phone and need help accessing my account.,High,LEGITIMATE,
TICKET_000082,2026-09-16 04:26:48,NDM_002974,Please help me update my registered mobile number.,Low,LEGITIMATE,
TICKET_000767,2026-09-18 23:54:37,NDM_002975,Please help me update my registered mobile number.,Low,LEGITIMATE,
ATO_TICKET_NDM_002975,2026-09-20 02:24:31,NDM_002975,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002976,2026-09-24 21:15:36,NDM_002976,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_000854,2026-09-18 12:41:27,NDM_002978,I changed my phone and need help accessing my account.,High,LEGITIMATE,
ATO_TICKET_NDM_002978,2026-09-26 21:13:40,NDM_002978,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001497,2026-09-02 03:25:31,NDM_002981,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_000931,2026-09-09 13:34:24,NDM_002981,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
ATO_TICKET_NDM_002981,2026-09-29 19:00:51,NDM_002981,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001359,2026-09-09 01:32:40,NDM_002983,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
TICKET_000070,2026-09-28 11:52:23,NDM_002983,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
TICKET_001220,2026-09-15 01:44:47,NDM_002985,There is no problem with my account; I need assistance with a payment.,Low,LEGITIMATE,
ATO_TICKET_NDM_002985,2026-09-19 15:01:22,NDM_002985,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_000702,2026-09-13 11:12:04,NDM_002986,I changed my phone and need help accessing my account.,Medium,LEGITIMATE,
TICKET_001160,2026-09-10 11:29:37,NDM_002991,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
ATO_TICKET_NDM_002991,2026-09-30 02:45:29,NDM_002991,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_002996,2026-09-22 11:25:50,NDM_002996,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001009,2026-09-20 00:50:16,NDM_002997,I cannot access my account and my password no longer works.,Low,LEGITIMATE,
TICKET_001348,2026-09-23 10:39:25,NDM_002997,I am travelling and cannot access my normal device.,Medium,LEGITIMATE,
ATO_TICKET_NDM_002998,2026-09-26 14:00:51,NDM_002998,I received an OTP that I did not request.,High,ATO,Unauthorised Transaction
TICKET_001021,2026-09-01 05:41:57,NDM_002999,There was a transaction on my account that I did not make.,Low,LEGITIMATE,
TICKET_000848,2026-09-03 21:11:59,NDM_003001,Please help me update my registered mobile number.,High,LEGITIMATE,
TICKET_000021,2026-09-22 16:11:27,NDM_003001,My phone was lost and I need to secure my account.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003001,2026-09-23 09:56:22,NDM_003001,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003004,2026-09-27 11:44:47,NDM_003004,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003005,2026-09-29 19:45:18,NDM_003005,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003008,2026-09-27 00:32:51,NDM_003008,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003011,2026-09-25 20:27:55,NDM_003011,There was a transaction on my account that I did not make.,High,ATO,Unauthorised Transaction
TICKET_001181,2026-09-15 11:33:51,NDM_003012,I noticed a transfer that I do not recognise.,High,LEGITIMATE,
ATO_TICKET_NDM_003013,2026-09-29 14:26:03,NDM_003013,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003014,2026-09-27 05:41:21,NDM_003014,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000780,2026-09-24 05:10:00,NDM_003017,I made this transaction myself but it is showing as pending.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003018,2026-09-25 05:50:55,NDM_003018,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
TICKET_000266,2026-09-03 16:44:17,NDM_003019,Please help me update my registered mobile number.,Medium,LEGITIMATE,
TICKET_000970,2026-09-20 01:10:22,NDM_003019,I received an OTP that I did not request.,Low,LEGITIMATE,
ATO_TICKET_NDM_003021,2026-09-24 16:58:25,NDM_003021,My SIM card was replaced and I cannot log in.,High,ATO,Unauthorised Transaction
TICKET_001500,2026-09-19 07:43:20,NDM_003025,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_000276,2026-09-29 23:15:02,NDM_003026,Please help me update my registered mobile number.,Medium,LEGITIMATE,
ATO_TICKET_NDM_003026,2026-09-30 22:37:35,NDM_003026,My phone was lost and I need to secure my account.,High,ATO,Unauthorised Transaction
ATO_TICKET_NDM_003027,2026-09-20 04:15:00,NDM_003027,There was a transaction on my account that I did not make.,Medium,ATO,Unauthorised Transaction
TICKET_001228,2026-09-18 08:57:53,NDM_003029,My SIM card was replaced and I cannot log in.,Low,LEGITIMATE,
TICKET_001233,2026-09-05 14:09:48,NDM_003033,My account is locked after several login attempts.,Low,LEGITIMATE,
TICKET_001698,2026-09-22 19:13:12,NDM_003033,I made this transaction myself but it is showing as pending.,Low,LEGITIMATE,
